earliest_filing_year,ctry_code,ipc_green,count
2018,MY,Energy conservation,11.01556776556776556779
2015,NC,Energy conservation,0.25000000000000000000
1991,NG,Energy conservation,0.50000000000000000000
2004,NI,Energy conservation,0.40000000000000000000
1904,NL,Energy conservation,1.00000000000000000000
1908,NL,Energy conservation,1.00000000000000000000
1914,NL,Energy conservation,1.00000000000000000000
1916,NL,Energy conservation,1.00000000000000000000
1920,NL,Energy conservation,3.00000000000000000000
1921,NL,Energy conservation,1.00000000000000000000
1925,NL,Energy conservation,1.00000000000000000000
1926,NL,Energy conservation,1.00000000000000000000
1928,NL,Energy conservation,1.00000000000000000000
1931,NL,Energy conservation,1.00000000000000000000
1933,NL,Energy conservation,0.50000000000000000000
1934,NL,Energy conservation,0.20000000000000000000
1935,NL,Energy conservation,1.00000000000000000000
1936,NL,Energy conservation,0.50000000000000000000
1937,NL,Energy conservation,3.00000000000000000000
1940,NL,Energy conservation,2.00000000000000000000
1941,NL,Energy conservation,1.00000000000000000000
1942,NL,Energy conservation,1.00000000000000000000
1945,NL,Energy conservation,0.20000000000000000000
1947,NL,Energy conservation,1.50000000000000000000
1949,NL,Energy conservation,0.50000000000000000000
1951,NL,Energy conservation,1.50000000000000000000
1952,NL,Energy conservation,1.25000000000000000000
1954,NL,Energy conservation,0.10000000000000000000
1956,NL,Energy conservation,0.50000000000000000000
1959,NL,Energy conservation,0.80952380952380952381
1960,NL,Energy conservation,1.00000000000000000000
1961,NL,Energy conservation,2.22500000000000000000
1962,NL,Energy conservation,1.10000000000000000000
1963,NL,Energy conservation,1.60000000000000000000
1964,NL,Energy conservation,1.03333333333333333334
1965,NL,Energy conservation,1.24166666666666666667
1966,NL,Energy conservation,2.50833333333333333333
1967,NL,Energy conservation,0.70833333333333333333
1968,NL,Energy conservation,0.41666666666666666667
1969,NL,Energy conservation,1.77777777777777777778
1970,NL,Energy conservation,1.16666666666666666666
1971,NL,Energy conservation,4.35000000000000000001
1972,NL,Energy conservation,1.51828063241106719368
1973,NL,Energy conservation,3.01388888888888888889
1974,NL,Energy conservation,1.33333333333333333333
1975,NL,Energy conservation,2.70000000000000000000
1976,NL,Energy conservation,1.51111111111111111111
1977,NL,Energy conservation,2.09583333333333333334
1978,NL,Energy conservation,1.24166666666666666666
1979,NL,Energy conservation,7.95833333333333333334
1980,NL,Energy conservation,6.02976190476190476191
1981,NL,Energy conservation,3.56666666666666666666
1982,NL,Energy conservation,3.20238095238095238094
1983,NL,Energy conservation,4.23333333333333333334
1984,NL,Energy conservation,5.04285714285714285714
1985,NL,Energy conservation,3.45555555555555555557
1986,NL,Energy conservation,4.92698412698412698413
1987,NL,Energy conservation,5.64166666666666666666
1988,NL,Energy conservation,8.10476190476190476189
1989,NL,Energy conservation,7.36385836385836385835
1990,NL,Energy conservation,6.80357142857142857143
1991,NL,Energy conservation,9.70308441558441558441
1992,NL,Energy conservation,7.47261904761904761905
1993,NL,Energy conservation,6.30198412698412698412
1994,NL,Energy conservation,7.40344516594516594515
1995,NL,Energy conservation,14.99907407407407407407
1996,NL,Energy conservation,13.97332667332667332672
1997,NL,Energy conservation,18.55632423132423132423
1998,NL,Energy conservation,14.47792371600421136024
1999,NL,Energy conservation,14.97211660888131476367
2000,NL,Energy conservation,13.80393672250670222272
2001,NL,Energy conservation,20.32223162749478538949
2002,NL,Energy conservation,20.87882353769624231068
2003,NL,Energy conservation,21.44886434576837053615
2004,NL,Energy conservation,28.00870470822594832328
2005,NL,Energy conservation,37.87841792433796741240
2006,NL,Energy conservation,48.10908541877225991941
2007,NL,Energy conservation,40.15435846348151655597
2008,NL,Energy conservation,42.31226911113420064822
2009,NL,Energy conservation,37.54010712953956964743
2010,NL,Energy conservation,38.85069771731536437418
2011,NL,Energy conservation,59.91422016164663223484
2012,NL,Energy conservation,62.84535411562415219622
2013,NL,Energy conservation,74.96012080412412797508
2014,NL,Energy conservation,69.38646690092174586760
2015,NL,Energy conservation,65.37284155613035677636
2016,NL,Energy conservation,62.52946376969438045739
2017,NL,Energy conservation,51.87441809682215688891
2018,NL,Energy conservation,50.85055611055611055612
2019,NL,Energy conservation,8.78333333333333333336
9999,NL,Energy conservation,1.00000000000000000000
1917,NO,Energy conservation,0.50000000000000000000
1930,NO,Energy conservation,0.50000000000000000000
1934,NO,Energy conservation,1.00000000000000000000
1957,NO,Energy conservation,1.00000000000000000000
1959,NO,Energy conservation,0.11111111111111111111
1962,NO,Energy conservation,0.25000000000000000000
1963,NO,Energy conservation,1.05000000000000000000
1964,NO,Energy conservation,0.16666666666666666667
1967,NO,Energy conservation,1.00000000000000000000
1970,NO,Energy conservation,0.83333333333333333333
1971,NO,Energy conservation,0.33333333333333333333
1972,NO,Energy conservation,0.61666666666666666667
1973,NO,Energy conservation,0.25000000000000000000
1975,NO,Energy conservation,0.80952380952380952380
1976,NO,Energy conservation,0.16666666666666666667
1978,NO,Energy conservation,1.33333333333333333333
1980,NO,Energy conservation,0.68571428571428571428
1982,NO,Energy conservation,0.16666666666666666667
1984,NO,Energy conservation,1.00000000000000000000
1985,NO,Energy conservation,1.29166666666666666666
1986,NO,Energy conservation,0.54166666666666666667
1987,NO,Energy conservation,2.17619047619047619048
1988,NO,Energy conservation,1.25000000000000000000
1989,NO,Energy conservation,4.36666666666666666666
1990,NO,Energy conservation,0.70000000000000000000
1991,NO,Energy conservation,0.58333333333333333333
1992,NO,Energy conservation,3.16666666666666666666
1993,NO,Energy conservation,4.00000000000000000000
1994,NO,Energy conservation,1.66666666666666666666
1995,NO,Energy conservation,1.00000000000000000000
1996,NO,Energy conservation,2.50000000000000000000
1997,NO,Energy conservation,0.52777777777777777778
1998,NO,Energy conservation,4.65192307692307692309
1999,NO,Energy conservation,2.13145363408521303258
2000,NO,Energy conservation,6.97094547964113181507
2001,NO,Energy conservation,3.83012820512820512820
2002,NO,Energy conservation,5.71324786324786324787
2003,NO,Energy conservation,7.93181818181818181817
2004,NO,Energy conservation,2.00927562986386515798
2005,NO,Energy conservation,10.34805194805194805195
2006,NO,Energy conservation,3.06185355862775217613
2007,NO,Energy conservation,3.44130591630591630592
2008,NO,Energy conservation,2.75573593073593073593
2009,NO,Energy conservation,2.97900432900432900432
2010,NO,Energy conservation,7.85555555555555555557
2011,NO,Energy conservation,9.57424242424242424241
2012,NO,Energy conservation,7.10026963776963776965
2013,NO,Energy conservation,7.32750508750508750514
2014,NO,Energy conservation,8.20048791787922222700
2015,NO,Energy conservation,10.76992978426801956215
2016,NO,Energy conservation,8.19129554655870445342
2017,NO,Energy conservation,7.50764238364857559904
2018,NO,Energy conservation,5.61489898989898989897
2019,NO,Energy conservation,0.12500000000000000000
9999,NO,Energy conservation,1.00000000000000000000
2015,NP,Energy conservation,0.06666666666666666667
2016,NP,Energy conservation,0.05000000000000000000
1970,NZ,Energy conservation,0.33333333333333333333
1974,NZ,Energy conservation,0.33333333333333333333
1975,NZ,Energy conservation,1.00000000000000000000
1977,NZ,Energy conservation,0.79166666666666666666
1980,NZ,Energy conservation,1.52500000000000000000
1981,NZ,Energy conservation,0.53333333333333333333
1982,NZ,Energy conservation,0.66666666666666666668
1983,NZ,Energy conservation,0.50000000000000000000
1984,NZ,Energy conservation,0.10000000000000000000
1985,NZ,Energy conservation,0.41666666666666666667
1986,NZ,Energy conservation,2.52142857142857142857
1987,NZ,Energy conservation,0.75000000000000000000
1988,NZ,Energy conservation,1.00000000000000000000
1989,NZ,Energy conservation,1.42857142857142857142
1990,NZ,Energy conservation,1.50000000000000000000
1991,NZ,Energy conservation,0.30128205128205128206
1992,NZ,Energy conservation,2.76666666666666666668
1993,NZ,Energy conservation,1.41666666666666666667
1994,NZ,Energy conservation,5.29166666666666666667
1995,NZ,Energy conservation,2.62460317460317460319
1996,NZ,Energy conservation,6.25000000000000000000
1997,NZ,Energy conservation,4.21785714285714285714
1998,NZ,Energy conservation,2.20757575757575757576
1999,NZ,Energy conservation,2.35000000000000000001
2000,NZ,Energy conservation,2.24027777777777777778
2001,NZ,Energy conservation,1.35028248587570621471
2002,NZ,Energy conservation,3.37499999999999999999
2003,NZ,Energy conservation,4.32334498834498834499
2004,NZ,Energy conservation,3.79620564620564620564
2005,NZ,Energy conservation,2.20952380952380952380
2006,NZ,Energy conservation,5.82037037037037037037
2007,NZ,Energy conservation,6.03128815628815628814
2008,NZ,Energy conservation,4.17457819957819957820
2009,NZ,Energy conservation,3.50948067632850241545
2010,NZ,Energy conservation,7.10560960900717493002
2011,NZ,Energy conservation,6.53928553715787758339
2012,NZ,Energy conservation,14.10851288000862750449
2013,NZ,Energy conservation,8.38537078863165819697
2014,NZ,Energy conservation,19.81920120786219857431
2015,NZ,Energy conservation,19.45300169098709719309
2016,NZ,Energy conservation,15.45906730008897191558
2017,NZ,Energy conservation,14.15504991390495592178
2018,NZ,Energy conservation,12.48007898534214323687
2019,NZ,Energy conservation,0.08333333333333333333
2016,OM,Energy conservation,0.75000000000000000000
2017,OM,Energy conservation,0.33333333333333333334
2005,PA,Energy conservation,0.20000000000000000000
2018,PA,Energy conservation,1.81250000000000000001
1995,PE,Energy conservation,1.00000000000000000000
1998,PE,Energy conservation,0.50000000000000000000
2005,PE,Energy conservation,1.00000000000000000000
2010,PE,Energy conservation,1.25000000000000000000
2013,PE,Energy conservation,1.50000000000000000000
2015,PE,Energy conservation,2.00000000000000000000
2018,PE,Energy conservation,3.50000000000000000000
2019,PE,Energy conservation,1.00000000000000000000
1990,PH,Energy conservation,1.00000000000000000000
1991,PH,Energy conservation,2.00000000000000000000
1999,PH,Energy conservation,0.33333333333333333333
2004,PH,Energy conservation,0.08333333333333333333
2005,PH,Energy conservation,0.21195652173913043478
2006,PH,Energy conservation,0.03703703703703703704
2007,PH,Energy conservation,0.10460772104607721046
2008,PH,Energy conservation,0.06250000000000000000
2009,PH,Energy conservation,0.78666666666666666667
2010,PH,Energy conservation,0.50757575757575757576
2011,PH,Energy conservation,0.95098039215686274509
2012,PH,Energy conservation,1.12500000000000000000
2013,PH,Energy conservation,2.49567099567099567099
2014,PH,Energy conservation,6.40202702702702702701
2015,PH,Energy conservation,7.92708333333333333333
2016,PH,Energy conservation,7.72777777777777777778
2017,PH,Energy conservation,4.95620115178938708350
2018,PH,Energy conservation,2.83333333333333333331
2019,PH,Energy conservation,0.33333333333333333333
2011,PK,Energy conservation,0.33333333333333333334
2012,PK,Energy conservation,0.43406593406593406593
2015,PK,Energy conservation,0.26666666666666666667
2016,PK,Energy conservation,0.66666666666666666666
2017,PK,Energy conservation,0.26666666666666666667
1974,PL,Energy conservation,0.88888888888888888888
1976,PL,Energy conservation,16.44166666666666666663
1977,PL,Energy conservation,69.77499999999999999991
1978,PL,Energy conservation,95.79166666666666666653
1979,PL,Energy conservation,87.59166666666666666653
1980,PL,Energy conservation,84.77499999999999999987
1981,PL,Energy conservation,59.86111111111111111103
1982,PL,Energy conservation,54.97619047619047619039
1983,PL,Energy conservation,51.12499999999999999995
1984,PL,Energy conservation,55.80833333333333333326
1985,PL,Energy conservation,60.25833333333333333324
1986,PL,Energy conservation,7.33333333333333333332
1987,PL,Energy conservation,23.41666666666666666662
1988,PL,Energy conservation,108.44999999999999999989
1989,PL,Energy conservation,21.60833333333333333330
1990,PL,Energy conservation,18.24999999999999999998
1991,PL,Energy conservation,7.99999999999999999998
1992,PL,Energy conservation,21.06666666666666666665
1993,PL,Energy conservation,7.15000000000000000000
1994,PL,Energy conservation,10.85833333333333333331
1995,PL,Energy conservation,14.39999999999999999998
1996,PL,Energy conservation,9.89999999999999999999
1997,PL,Energy conservation,12.81666666666666666667
1998,PL,Energy conservation,6.04166666666666666665
1999,PL,Energy conservation,5.89166666666666666665
2000,PL,Energy conservation,9.64559386973180076624
2001,PL,Energy conservation,8.83404452690166975880
2002,PL,Energy conservation,11.78087027914614121510
2003,PL,Energy conservation,14.37499999999999999998
2004,PL,Energy conservation,13.66666666666666666666
2005,PL,Energy conservation,9.74999999999999999999
2006,PL,Energy conservation,5.70192307692307692305
2007,PL,Energy conservation,13.01623931623931623930
2008,PL,Energy conservation,13.67744360902255639095
2009,PL,Energy conservation,21.83418835892240147558
2010,PL,Energy conservation,20.98998778998778998777
2011,PL,Energy conservation,31.57468568665377176011
2012,PL,Energy conservation,43.32711092281997880243
2013,PL,Energy conservation,39.75485099695626011409
2014,PL,Energy conservation,33.88566437512333034716
2015,PL,Energy conservation,34.61527784073156123967
2016,PL,Energy conservation,54.50912698412698412691
2017,PL,Energy conservation,48.78060134310134310117
2018,PL,Energy conservation,31.84058441558441558429
2019,PL,Energy conservation,1.33333333333333333333
1972,PT,Energy conservation,1.00000000000000000000
1984,PT,Energy conservation,0.11111111111111111111
1989,PT,Energy conservation,1.00000000000000000000
1993,PT,Energy conservation,0.66666666666666666666
1994,PT,Energy conservation,0.37500000000000000000
1995,PT,Energy conservation,0.75757575757575757576
1996,PT,Energy conservation,0.66666666666666666667
2000,PT,Energy conservation,1.63095238095238095238
2001,PT,Energy conservation,1.00000000000000000000
2003,PT,Energy conservation,2.00000000000000000000
2004,PT,Energy conservation,1.53260869565217391305
2006,PT,Energy conservation,1.25084745762711864408
2007,PT,Energy conservation,2.53571428571428571429
2008,PT,Energy conservation,1.87692307692307692308
2009,PT,Energy conservation,3.71428571428571428570
2010,PT,Energy conservation,2.33333333333333333333
2011,PT,Energy conservation,10.48502415458937198066
2012,PT,Energy conservation,5.59379509379509379516
2013,PT,Energy conservation,4.53347545693502047800
2014,PT,Energy conservation,2.63230694037145650049
2015,PT,Energy conservation,3.04707602339181286549
2016,PT,Energy conservation,4.92261904761904761905
2017,PT,Energy conservation,2.28846153846153846155
2019,PT,Energy conservation,0.66666666666666666666
2011,QA,Energy conservation,0.12500000000000000000
2014,QA,Energy conservation,0.44166666666666666667
2015,QA,Energy conservation,1.12499999999999999998
2016,QA,Energy conservation,0.50000000000000000000
1911,RO,Energy conservation,1.00000000000000000000
1925,RO,Energy conservation,1.00000000000000000000
1972,RO,Energy conservation,2.00000000000000000000
1973,RO,Energy conservation,1.00000000000000000000
1974,RO,Energy conservation,1.06666666666666666667
1975,RO,Energy conservation,2.00000000000000000000
1976,RO,Energy conservation,1.00000000000000000000
1977,RO,Energy conservation,1.00000000000000000000
1978,RO,Energy conservation,3.00000000000000000000
1979,RO,Energy conservation,3.00000000000000000000
1980,RO,Energy conservation,2.25000000000000000000
1981,RO,Energy conservation,8.25000000000000000000
1982,RO,Energy conservation,6.25000000000000000000
1983,RO,Energy conservation,7.83333333333333333333
1984,RO,Energy conservation,5.16666666666666666666
1985,RO,Energy conservation,7.77777777777777777777
1986,RO,Energy conservation,6.25000000000000000000
1987,RO,Energy conservation,9.08333333333333333333
1988,RO,Energy conservation,3.50000000000000000000
1989,RO,Energy conservation,3.66666666666666666667
1990,RO,Energy conservation,5.83333333333333333333
1991,RO,Energy conservation,4.83333333333333333333
1992,RO,Energy conservation,0.50000000000000000000
1993,RO,Energy conservation,1.50000000000000000000
1994,RO,Energy conservation,3.00000000000000000000
1995,RO,Energy conservation,2.25000000000000000000
1996,RO,Energy conservation,3.25000000000000000000
1997,RO,Energy conservation,0.25000000000000000000
1998,RO,Energy conservation,1.50000000000000000000
1999,RO,Energy conservation,1.25000000000000000000
2000,RO,Energy conservation,2.64285714285714285713
2001,RO,Energy conservation,1.79166666666666666667
2002,RO,Energy conservation,0.60000000000000000000
2003,RO,Energy conservation,1.73095238095238095241
2004,RO,Energy conservation,0.86025641025641025641
2005,RO,Energy conservation,2.34681372549019607843
2006,RO,Energy conservation,0.95833333333333333334
2007,RO,Energy conservation,1.91111111111111111110
2008,RO,Energy conservation,1.33333333333333333333
2009,RO,Energy conservation,3.90833333333333333331
2010,RO,Energy conservation,4.86904761904761904761
2011,RO,Energy conservation,2.67424242424242424242
2012,RO,Energy conservation,2.66666666666666666666
2013,RO,Energy conservation,3.46111111111111111110
2014,RO,Energy conservation,2.49999999999999999999
2015,RO,Energy conservation,10.78333333333333333332
2016,RO,Energy conservation,1.37500000000000000000
2017,RO,Energy conservation,6.53571428571428571427
2018,RO,Energy conservation,4.90238095238095238094
2019,RO,Energy conservation,1.83333333333333333333
1982,RS,Energy conservation,0.50000000000000000000
2001,RS,Energy conservation,1.00000000000000000000
2005,RS,Energy conservation,1.05882352941176470588
2006,RS,Energy conservation,0.25000000000000000000
2009,RS,Energy conservation,1.58333333333333333333
2010,RS,Energy conservation,1.25000000000000000000
2011,RS,Energy conservation,0.12500000000000000000
2012,RS,Energy conservation,0.26666666666666666668
2013,RS,Energy conservation,2.41666666666666666666
2014,RS,Energy conservation,0.07692307692307692308
2017,RS,Energy conservation,0.77777777777777777776
1917,RU,Energy conservation,0.50000000000000000000
1959,RU,Energy conservation,2.00000000000000000000
1960,RU,Energy conservation,2.00000000000000000000
1961,RU,Energy conservation,5.50000000000000000000
1963,RU,Energy conservation,1.00000000000000000000
1965,RU,Energy conservation,0.66666666666666666666
1967,RU,Energy conservation,2.50000000000000000000
1968,RU,Energy conservation,2.33333333333333333333
1969,RU,Energy conservation,0.10000000000000000000
1970,RU,Energy conservation,4.00000000000000000000
1971,RU,Energy conservation,7.06666666666666666667
1972,RU,Energy conservation,10.16666666666666666666
1973,RU,Energy conservation,26.49999999999999999999
1974,RU,Energy conservation,28.06666666666666666664
1975,RU,Energy conservation,62.57222222222222222222
1976,RU,Energy conservation,155.68809523809523809520
1977,RU,Energy conservation,186.33333333333333333329
1978,RU,Energy conservation,245.38333333333333333326
1979,RU,Energy conservation,267.99999999999999999993
1980,RU,Energy conservation,204.99166666666666666664
1981,RU,Energy conservation,164.41666666666666666665
1982,RU,Energy conservation,160.58333333333333333331
1983,RU,Energy conservation,165.41666666666666666664
1984,RU,Energy conservation,160.24999999999999999998
1985,RU,Energy conservation,169.33333333333333333332
1986,RU,Energy conservation,168.86666666666666666666
1987,RU,Energy conservation,205.08333333333333333331
1988,RU,Energy conservation,206.99999999999999999998
1989,RU,Energy conservation,165.48611111111111111109
1990,RU,Energy conservation,180.15833333333333333330
1991,RU,Energy conservation,84.74999999999999999996
1992,RU,Energy conservation,34.66666666666666666664
1993,RU,Energy conservation,23.57499999999999999999
1994,RU,Energy conservation,25.99999999999999999999
1995,RU,Energy conservation,14.87499999999999999999
1996,RU,Energy conservation,18.02499999999999999999
1997,RU,Energy conservation,24.30000000000000000000
1998,RU,Energy conservation,25.30757575757575757577
1999,RU,Energy conservation,40.60903540903540903539
2000,RU,Energy conservation,34.59315476190476190472
2001,RU,Energy conservation,57.21036036036036036032
2002,RU,Energy conservation,49.95527777777777777773
2003,RU,Energy conservation,50.79686147186147186146
2004,RU,Energy conservation,53.27525062656641604008
2005,RU,Energy conservation,76.30971528471528471523
2006,RU,Energy conservation,70.30578628887452416864
2007,RU,Energy conservation,68.19166666666666666664
2008,RU,Energy conservation,105.32142857142857142852
2009,RU,Energy conservation,82.66369047619047619043
2010,RU,Energy conservation,116.25101010101010101006
2011,RU,Energy conservation,99.21328259554066005674
2012,RU,Energy conservation,88.41333290892114421522
2013,RU,Energy conservation,87.46273448773448773443
2014,RU,Energy conservation,67.18421203976123884583
2015,RU,Energy conservation,58.93333333333333333327
2016,RU,Energy conservation,77.48018207282913165259
2017,RU,Energy conservation,70.49781746031746031736
2018,RU,Energy conservation,55.74275811907390854748
2019,RU,Energy conservation,20.41666666666666666663
9999,RU,Energy conservation,1.00000000000000000000
1997,SA,Energy conservation,0.03993855606758832565
2005,SA,Energy conservation,0.33333333333333333333
2006,SA,Energy conservation,0.48076923076923076924
2007,SA,Energy conservation,0.02564102564102564103
2008,SA,Energy conservation,0.25000000000000000000
2009,SA,Energy conservation,0.16666666666666666667
2010,SA,Energy conservation,0.62626262626262626262
2011,SA,Energy conservation,0.50000000000000000000
2012,SA,Energy conservation,2.16666666666666666668
2013,SA,Energy conservation,2.21715506715506715508
2014,SA,Energy conservation,3.47063492063492063492
2015,SA,Energy conservation,3.96954887218045112782
2016,SA,Energy conservation,4.62637721755368814190
2017,SA,Energy conservation,7.54880952380952380953
2018,SA,Energy conservation,4.43116883116883116882
2019,SA,Energy conservation,0.50000000000000000000
1950,SC,Energy conservation,0.33333333333333333333
1964,SC,Energy conservation,1.00000000000000000000
1966,SC,Energy conservation,0.50000000000000000000
2016,SC,Energy conservation,0.25000000000000000000
1912,SE,Energy conservation,2.00000000000000000000
1920,SE,Energy conservation,0.50000000000000000000
1922,SE,Energy conservation,1.00000000000000000000
1924,SE,Energy conservation,0.66666666666666666666
1927,SE,Energy conservation,1.00000000000000000000
1928,SE,Energy conservation,2.00000000000000000000
1929,SE,Energy conservation,1.00000000000000000000
1930,SE,Energy conservation,0.50000000000000000000
1931,SE,Energy conservation,1.83333333333333333333
1932,SE,Energy conservation,1.50000000000000000000
1933,SE,Energy conservation,2.50000000000000000000
1936,SE,Energy conservation,2.50000000000000000000
1937,SE,Energy conservation,3.00000000000000000000
1938,SE,Energy conservation,1.00000000000000000000
1940,SE,Energy conservation,2.83333333333333333333
1941,SE,Energy conservation,2.50000000000000000000
1943,SE,Energy conservation,2.33333333333333333333
1944,SE,Energy conservation,3.00000000000000000000
1945,SE,Energy conservation,2.97619047619047619047
1946,SE,Energy conservation,1.00000000000000000000
1947,SE,Energy conservation,2.50000000000000000000
1948,SE,Energy conservation,5.58333333333333333333
1949,SE,Energy conservation,3.66666666666666666666
1950,SE,Energy conservation,5.50000000000000000000
1951,SE,Energy conservation,2.50000000000000000000
1952,SE,Energy conservation,0.33333333333333333333
1953,SE,Energy conservation,1.62500000000000000000
1954,SE,Energy conservation,2.68560606060606060606
1955,SE,Energy conservation,3.00000000000000000000
1956,SE,Energy conservation,6.33333333333333333333
1957,SE,Energy conservation,2.16666666666666666666
1958,SE,Energy conservation,3.83333333333333333333
1959,SE,Energy conservation,1.91666666666666666666
1960,SE,Energy conservation,2.00000000000000000000
1961,SE,Energy conservation,6.08333333333333333333
1962,SE,Energy conservation,6.45000000000000000000
1963,SE,Energy conservation,7.55000000000000000000
1964,SE,Energy conservation,5.41666666666666666667
1965,SE,Energy conservation,3.37500000000000000001
1966,SE,Energy conservation,9.90833333333333333333
1967,SE,Energy conservation,7.75000000000000000000
1968,SE,Energy conservation,3.72500000000000000000
1969,SE,Energy conservation,6.93809523809523809523
1970,SE,Energy conservation,10.58333333333333333334
1971,SE,Energy conservation,7.18055555555555555555
1972,SE,Energy conservation,6.51785714285714285714
1973,SE,Energy conservation,5.84072681704260651628
1974,SE,Energy conservation,10.06190476190476190475
1975,SE,Energy conservation,4.91666666666666666666
1976,SE,Energy conservation,4.14285714285714285715
1977,SE,Energy conservation,8.71488095238095238094
1978,SE,Energy conservation,8.43809523809523809524
1979,SE,Energy conservation,11.85119047619047619046
1980,SE,Energy conservation,7.93452380952380952382
1981,SE,Energy conservation,7.58874269005847953217
1982,SE,Energy conservation,11.59166666666666666666
1983,SE,Energy conservation,7.52341269841269841269
1984,SE,Energy conservation,7.69166666666666666668
1985,SE,Energy conservation,2.49503688799463447351
1986,SE,Energy conservation,4.90000000000000000000
1987,SE,Energy conservation,6.46666666666666666667
1988,SE,Energy conservation,4.27083333333333333333
1989,SE,Energy conservation,4.94583333333333333333
1990,SE,Energy conservation,4.18333333333333333334
1991,SE,Energy conservation,12.28122294372294372295
1992,SE,Energy conservation,14.68452380952380952379
1993,SE,Energy conservation,14.18327228327228327225
1994,SE,Energy conservation,18.64574314574314574315
1995,SE,Energy conservation,21.90219298245614035082
1996,SE,Energy conservation,21.86619567337270686549
1997,SE,Energy conservation,29.65480352980352980353
1998,SE,Energy conservation,19.51356328856328856328
1999,SE,Energy conservation,28.97043876602700132110
2000,SE,Energy conservation,30.65294664840700646326
2001,SE,Energy conservation,24.19667277167277167273
2002,SE,Energy conservation,16.30973631171989585122
2003,SE,Energy conservation,14.35823412698412698409
2004,SE,Energy conservation,13.65280537876445804832
2005,SE,Energy conservation,11.26120325323111700816
2006,SE,Energy conservation,22.78826168957747905117
2007,SE,Energy conservation,19.38030788796508877648
2008,SE,Energy conservation,22.95863158384443214160
2009,SE,Energy conservation,28.45061148833861358193
2010,SE,Energy conservation,29.56213944785373356814
2011,SE,Energy conservation,33.27893510729037044826
2012,SE,Energy conservation,25.90254278401337224874
2013,SE,Energy conservation,23.75541363054502867628
2014,SE,Energy conservation,27.78791122986798553578
2015,SE,Energy conservation,37.07299815194552036651
2016,SE,Energy conservation,26.54029987470389947168
2017,SE,Energy conservation,35.97863950565563468792
2018,SE,Energy conservation,21.62474747474747474745
2019,SE,Energy conservation,5.31250000000000000001
9999,SE,Energy conservation,13.50000000000000000000
1973,SG,Energy conservation,0.50000000000000000000
1990,SG,Energy conservation,0.33333333333333333333
1992,SG,Energy conservation,0.83333333333333333333
1993,SG,Energy conservation,2.21666666666666666666
1994,SG,Energy conservation,0.33333333333333333333
1995,SG,Energy conservation,1.16666666666666666667
1996,SG,Energy conservation,0.06666666666666666667
1997,SG,Energy conservation,0.50000000000000000000
1998,SG,Energy conservation,0.60000000000000000000
1999,SG,Energy conservation,0.86790271419850424772
2000,SG,Energy conservation,3.40248917748917748917
2001,SG,Energy conservation,2.17990911418330773171
2002,SG,Energy conservation,2.43364413364413364414
2003,SG,Energy conservation,1.96501375660622278831
2004,SG,Energy conservation,6.34477954876160728437
2005,SG,Energy conservation,7.17349758657808193407
2006,SG,Energy conservation,9.85546526768369407418
2007,SG,Energy conservation,7.95186398850191953646
2008,SG,Energy conservation,8.65473296004164015281
2009,SG,Energy conservation,6.86286936243832795556
2010,SG,Energy conservation,9.66731423338566195709
2011,SG,Energy conservation,15.25092940685045948200
2012,SG,Energy conservation,14.81330160942290174293
2013,SG,Energy conservation,28.81774511834874043932
2014,SG,Energy conservation,34.87715589695859625719
2015,SG,Energy conservation,42.13012209149469466690
2016,SG,Energy conservation,50.40244812486189390817
2017,SG,Energy conservation,49.86817813891583508325
2018,SG,Energy conservation,66.14210624615036379750
2019,SG,Energy conservation,21.91479930887825624673
1975,SI,Energy conservation,0.50000000000000000000
1981,SI,Energy conservation,2.00000000000000000000
1987,SI,Energy conservation,0.58333333333333333333
1988,SI,Energy conservation,0.61111111111111111111
1989,SI,Energy conservation,0.50000000000000000000
1991,SI,Energy conservation,1.00000000000000000000
1994,SI,Energy conservation,0.50000000000000000000
1995,SI,Energy conservation,2.33333333333333333333
1998,SI,Energy conservation,2.25000000000000000000
1999,SI,Energy conservation,0.50000000000000000000
2000,SI,Energy conservation,1.24999999999999999999
2001,SI,Energy conservation,2.39285714285714285713
2002,SI,Energy conservation,3.31410256410256410257
2003,SI,Energy conservation,1.79914529914529914530
2004,SI,Energy conservation,0.83333333333333333333
2005,SI,Energy conservation,1.83333333333333333333
2007,SI,Energy conservation,0.58333333333333333333
2008,SI,Energy conservation,1.35119047619047619047
2009,SI,Energy conservation,2.50000000000000000000
2010,SI,Energy conservation,1.06250000000000000000
2011,SI,Energy conservation,4.75000000000000000000
2012,SI,Energy conservation,2.25000000000000000000
2013,SI,Energy conservation,2.83596491228070175438
2014,SI,Energy conservation,1.16666666666666666667
2015,SI,Energy conservation,2.25000000000000000000
2016,SI,Energy conservation,2.03333333333333333333
2017,SI,Energy conservation,1.00000000000000000000
2018,SI,Energy conservation,2.44444444444444444443
1979,SK,Energy conservation,0.33333333333333333334
1989,SK,Energy conservation,0.25000000000000000000
1991,SK,Energy conservation,0.14285714285714285714
1992,SK,Energy conservation,2.74166666666666666666
1993,SK,Energy conservation,1.50000000000000000000
1995,SK,Energy conservation,3.00000000000000000000
1996,SK,Energy conservation,1.00000000000000000000
1997,SK,Energy conservation,1.25000000000000000000
2000,SK,Energy conservation,0.28571428571428571429
2001,SK,Energy conservation,1.33333333333333333333
2002,SK,Energy conservation,1.91666666666666666666
