earliest_filing_year,ctry_code,cpc_green,count
2012,GB,Buildings,21.38026156210004978353
2013,GB,Buildings,32.77857106851134723600
2014,GB,Buildings,29.94196847968889966472
2015,GB,Buildings,34.67325433238358934954
2016,GB,Buildings,23.89727728979757377325
2017,GB,Buildings,30.38878012084533823670
2018,GB,Buildings,1.25110306360306360306
2000,GE,Buildings,0.50000000000000000000
2002,GE,Buildings,1.07142857142857142857
1988,GR,Buildings,0.66666666666666666667
1989,GR,Buildings,0.50000000000000000001
1995,GR,Buildings,0.50000000000000000000
1997,GR,Buildings,0.41666666666666666666
1998,GR,Buildings,0.16666666666666666667
2001,GR,Buildings,0.14285714285714285714
2003,GR,Buildings,0.13333333333333333334
2004,GR,Buildings,0.42216117216117216118
2005,GR,Buildings,0.20000000000000000000
2007,GR,Buildings,0.50000000000000000000
2008,GR,Buildings,0.10000000000000000000
2009,GR,Buildings,0.10000000000000000000
2010,GR,Buildings,0.47979797979797979798
2011,GR,Buildings,0.78333333333333333333
2012,GR,Buildings,0.10000000000000000000
2013,GR,Buildings,0.31212121212121212122
2014,GR,Buildings,0.83932178932178932179
2015,GR,Buildings,0.53703703703703703704
2016,GR,Buildings,0.64404761904761904762
2017,GR,Buildings,0.33333333333333333333
1974,GY,Buildings,0.14285714285714285714
1989,HK,Buildings,0.05555555555555555556
1990,HK,Buildings,0.14285714285714285714
1991,HK,Buildings,0.41666666666666666666
1992,HK,Buildings,0.12500000000000000000
1993,HK,Buildings,0.43333333333333333333
1994,HK,Buildings,0.04761904761904761905
1995,HK,Buildings,1.25000000000000000000
1996,HK,Buildings,1.24545454545454545455
1997,HK,Buildings,0.84285714285714285714
1998,HK,Buildings,1.62500000000000000000
1999,HK,Buildings,1.25000000000000000000
2000,HK,Buildings,0.93333333333333333333
2001,HK,Buildings,1.95192307692307692307
2002,HK,Buildings,1.25026455026455026456
2003,HK,Buildings,1.45119047619047619048
2004,HK,Buildings,1.32063492063492063492
2005,HK,Buildings,2.40476190476190476190
2006,HK,Buildings,4.09999999999999999999
2007,HK,Buildings,5.86944444444444444446
2008,HK,Buildings,4.37083333333333333334
2009,HK,Buildings,3.67063492063492063492
2010,HK,Buildings,4.95714285714285714284
2011,HK,Buildings,4.47395833333333333335
2012,HK,Buildings,1.40656565656565656569
2013,HK,Buildings,1.53396276925688690394
2014,HK,Buildings,1.10526801629742806213
2015,HK,Buildings,2.50324675324675324676
2016,HK,Buildings,1.70721427695111905638
2017,HK,Buildings,1.24722222222222222223
2018,HK,Buildings,1.22222222222222222222
2005,HR,Buildings,0.25000000000000000000
2007,HR,Buildings,0.25000000000000000000
2010,HR,Buildings,0.58333333333333333333
2011,HR,Buildings,0.07142857142857142857
2012,HR,Buildings,0.33333333333333333333
2013,HR,Buildings,0.33333333333333333333
2015,HR,Buildings,1.00000000000000000000
2017,HR,Buildings,0.14285714285714285714
1927,HU,Buildings,0.33333333333333333333
1939,HU,Buildings,0.50000000000000000000
1953,HU,Buildings,0.16666666666666666667
1966,HU,Buildings,0.41666666666666666666
1971,HU,Buildings,0.08333333333333333333
1972,HU,Buildings,0.16666666666666666667
1973,HU,Buildings,0.50000000000000000000
1974,HU,Buildings,0.25000000000000000000
1976,HU,Buildings,1.00000000000000000000
1978,HU,Buildings,0.67045454545454545455
1981,HU,Buildings,1.75000000000000000000
1982,HU,Buildings,0.41792929292929292929
1984,HU,Buildings,1.75555555555555555556
1985,HU,Buildings,1.32500000000000000000
1986,HU,Buildings,0.83333333333333333334
1987,HU,Buildings,1.33333333333333333333
1988,HU,Buildings,1.00000000000000000000
1989,HU,Buildings,0.44444444444444444445
1990,HU,Buildings,0.20000000000000000000
1991,HU,Buildings,0.65000000000000000000
1993,HU,Buildings,0.09090909090909090910
1994,HU,Buildings,1.01666666666666666667
1995,HU,Buildings,1.71309523809523809523
1996,HU,Buildings,1.03506493506493506493
1997,HU,Buildings,3.13055555555555555556
1998,HU,Buildings,2.54166666666666666667
2000,HU,Buildings,0.72916666666666666667
2001,HU,Buildings,0.16666666666666666667
2002,HU,Buildings,0.08333333333333333333
2003,HU,Buildings,0.33585858585858585859
2004,HU,Buildings,0.42222222222222222222
2005,HU,Buildings,3.39285714285714285714
2006,HU,Buildings,0.12500000000000000000
2007,HU,Buildings,1.46309523809523809525
2008,HU,Buildings,0.51666666666666666666
2009,HU,Buildings,0.47361111111111111112
2010,HU,Buildings,2.77698412698412698414
2011,HU,Buildings,1.49521312021312021312
2012,HU,Buildings,1.54166666666666666666
2013,HU,Buildings,1.80833333333333333332
2014,HU,Buildings,0.81018518518518518519
2015,HU,Buildings,1.65866910866910866911
2016,HU,Buildings,0.70465686274509803921
2017,HU,Buildings,0.50000000000000000000
2018,HU,Buildings,1.00000000000000000000
2014,ID,Buildings,0.08333333333333333333
1957,IE,Buildings,0.50000000000000000000
1980,IE,Buildings,0.16666666666666666667
1981,IE,Buildings,0.30952380952380952381
1982,IE,Buildings,0.20000000000000000000
1984,IE,Buildings,0.66666666666666666666
1986,IE,Buildings,0.37500000000000000000
1987,IE,Buildings,0.25000000000000000000
1989,IE,Buildings,0.29166666666666666667
1992,IE,Buildings,0.36666666666666666667
1993,IE,Buildings,0.59126984126984126985
1994,IE,Buildings,0.25000000000000000000
1995,IE,Buildings,1.16666666666666666668
1996,IE,Buildings,0.58333333333333333333
1997,IE,Buildings,0.22222222222222222222
1998,IE,Buildings,0.76785714285714285715
1999,IE,Buildings,0.84999999999999999999
2000,IE,Buildings,1.06666666666666666666
2001,IE,Buildings,0.22619047619047619048
2002,IE,Buildings,0.05000000000000000000
2003,IE,Buildings,0.16865079365079365079
2004,IE,Buildings,0.80595238095238095238
2005,IE,Buildings,2.42821067821067821068
2006,IE,Buildings,2.00668498168498168498
2007,IE,Buildings,1.45430402930402930405
2008,IE,Buildings,0.84285714285714285714
2009,IE,Buildings,1.07316017316017316018
2010,IE,Buildings,1.16666666666666666666
2011,IE,Buildings,0.92043650793650793650
2012,IE,Buildings,2.40198412698412698413
2013,IE,Buildings,1.98178210678210678210
2014,IE,Buildings,2.51991341991341991342
2015,IE,Buildings,2.10663503163503163504
2016,IE,Buildings,1.21819291819291819293
2017,IE,Buildings,0.85714285714285714285
1969,IL,Buildings,0.16666666666666666667
1974,IL,Buildings,0.24285714285714285714
1975,IL,Buildings,0.33333333333333333333
1976,IL,Buildings,0.40000000000000000000
1979,IL,Buildings,0.87500000000000000000
1980,IL,Buildings,1.08333333333333333333
1981,IL,Buildings,1.38333333333333333333
1982,IL,Buildings,0.88392857142857142857
1983,IL,Buildings,0.47619047619047619048
1984,IL,Buildings,0.94444444444444444444
1988,IL,Buildings,1.55000000000000000000
1989,IL,Buildings,1.51785714285714285713
1990,IL,Buildings,0.28333333333333333333
1991,IL,Buildings,0.62083333333333333333
1992,IL,Buildings,0.16666666666666666667
1993,IL,Buildings,0.50000000000000000000
1994,IL,Buildings,0.57619047619047619048
1995,IL,Buildings,1.07539682539682539682
1996,IL,Buildings,0.54545454545454545455
1997,IL,Buildings,1.03571428571428571428
1998,IL,Buildings,2.50447330447330447330
1999,IL,Buildings,0.33333333333333333333
2000,IL,Buildings,0.98571428571428571428
2001,IL,Buildings,2.47361111111111111111
2002,IL,Buildings,2.07695539754363283774
2003,IL,Buildings,1.24584134251653433241
2004,IL,Buildings,2.55523504273504273505
2005,IL,Buildings,2.42465538847117794486
2006,IL,Buildings,5.00966386554621848740
2007,IL,Buildings,2.88132684309154897390
2008,IL,Buildings,2.49512987012987012989
2009,IL,Buildings,1.49891397302388014463
2010,IL,Buildings,2.36068931068931068932
2011,IL,Buildings,2.93256188256188256187
2012,IL,Buildings,3.54806928108011699343
2013,IL,Buildings,4.22645132645132645132
2014,IL,Buildings,2.29556723805949812140
2015,IL,Buildings,2.50243318772730537439
2016,IL,Buildings,3.59464960104494988214
2017,IL,Buildings,0.22584033613445378151
1978,IN,Buildings,0.08333333333333333333
1991,IN,Buildings,1.00000000000000000000
1992,IN,Buildings,0.33333333333333333334
1993,IN,Buildings,0.10000000000000000000
1994,IN,Buildings,0.66666666666666666667
1996,IN,Buildings,0.31250000000000000000
1997,IN,Buildings,0.05000000000000000000
1998,IN,Buildings,0.15909090909090909091
1999,IN,Buildings,0.37500000000000000000
2000,IN,Buildings,0.19761904761904761905
2001,IN,Buildings,0.11111111111111111111
2002,IN,Buildings,0.27237966711650922174
2003,IN,Buildings,0.12499999999999999999
2004,IN,Buildings,1.41113256113256113256
2005,IN,Buildings,0.33333333333333333334
2006,IN,Buildings,1.54722222222222222223
2007,IN,Buildings,1.42116355866355866356
2008,IN,Buildings,0.59587912087912087913
2009,IN,Buildings,1.47688700188700188700
2010,IN,Buildings,1.92657032509973686444
2011,IN,Buildings,4.46155196569283256587
2012,IN,Buildings,3.79304861804861804861
2013,IN,Buildings,4.68058246577983420093
2014,IN,Buildings,5.00133538130829152504
2015,IN,Buildings,4.47865560365560365563
2016,IN,Buildings,4.79088537594729545196
2017,IN,Buildings,1.43129509379509379511
1985,IQ,Buildings,0.25000000000000000000
1958,IR,Buildings,0.50000000000000000000
1987,IR,Buildings,0.25000000000000000000
1995,IR,Buildings,0.14285714285714285714
2002,IR,Buildings,0.02941176470588235294
2004,IR,Buildings,0.04761904761904761905
2007,IR,Buildings,0.33333333333333333333
2009,IR,Buildings,0.02020202020202020202
1982,IS,Buildings,0.16666666666666666667
2003,IS,Buildings,0.11111111111111111112
2009,IS,Buildings,0.08333333333333333333
2010,IS,Buildings,0.25000000000000000000
2016,IS,Buildings,0.34636752136752136752
1924,IT,Buildings,0.33333333333333333333
1925,IT,Buildings,0.11111111111111111111
1926,IT,Buildings,0.11111111111111111111
1927,IT,Buildings,0.83333333333333333334
1928,IT,Buildings,0.93333333333333333334
1929,IT,Buildings,0.95833333333333333334
1931,IT,Buildings,0.33333333333333333333
1933,IT,Buildings,0.58333333333333333333
1935,IT,Buildings,1.08333333333333333333
1936,IT,Buildings,0.33333333333333333333
1937,IT,Buildings,0.33333333333333333333
1938,IT,Buildings,0.66666666666666666666
1939,IT,Buildings,0.66666666666666666667
1949,IT,Buildings,0.33333333333333333333
1957,IT,Buildings,0.16666666666666666667
1960,IT,Buildings,0.41666666666666666666
1961,IT,Buildings,0.33333333333333333333
1965,IT,Buildings,0.33333333333333333333
1966,IT,Buildings,0.33333333333333333333
1968,IT,Buildings,0.25000000000000000000
1971,IT,Buildings,0.16666666666666666667
1972,IT,Buildings,0.16666666666666666667
1974,IT,Buildings,0.72222222222222222222
1975,IT,Buildings,1.25000000000000000000
1976,IT,Buildings,0.96666666666666666667
1977,IT,Buildings,0.87460317460317460318
1978,IT,Buildings,1.71392496392496392496
1979,IT,Buildings,2.99285714285714285715
1980,IT,Buildings,0.77500000000000000000
1981,IT,Buildings,1.42063492063492063491
1982,IT,Buildings,2.88672161172161172161
1983,IT,Buildings,1.03333333333333333333
1985,IT,Buildings,1.83333333333333333333
1986,IT,Buildings,1.47619047619047619047
1987,IT,Buildings,1.63257575757575757576
1988,IT,Buildings,1.70119047619047619047
1989,IT,Buildings,3.35555555555555555555
1990,IT,Buildings,2.40277777777777777778
1991,IT,Buildings,4.80119047619047619048
1992,IT,Buildings,3.05277777777777777777
1993,IT,Buildings,3.33495670995670995670
1994,IT,Buildings,3.64285714285714285714
1995,IT,Buildings,4.28571428571428571428
1996,IT,Buildings,5.07142857142857142856
1997,IT,Buildings,4.55158730158730158730
1998,IT,Buildings,4.46626984126984126984
1999,IT,Buildings,3.80753311016468911205
2000,IT,Buildings,7.99336635586635586635
2001,IT,Buildings,8.28809523809523809523
2002,IT,Buildings,12.83932178932178932177
2003,IT,Buildings,7.99806998556998556999
2004,IT,Buildings,12.65850991114149008881
2005,IT,Buildings,9.20826958988723694604
2006,IT,Buildings,13.66491331381037263385
2007,IT,Buildings,14.94085205729942572040
2008,IT,Buildings,21.97311830721460702485
2009,IT,Buildings,33.12727422646153296302
2010,IT,Buildings,28.67948293284391682553
2011,IT,Buildings,20.54560919153310457654
2012,IT,Buildings,27.50848550958845076489
2013,IT,Buildings,18.58403764278377281473
2014,IT,Buildings,13.32569884138033886690
2015,IT,Buildings,17.97353831713671530610
2016,IT,Buildings,17.48894701789438631542
2017,IT,Buildings,6.10552038541168975952
2018,IT,Buildings,0.25000000000000000000
2007,JO,Buildings,0.31666666666666666667
1921,JP,Buildings,0.50000000000000000000
1938,JP,Buildings,0.50000000000000000000
1959,JP,Buildings,0.33333333333333333333
1963,JP,Buildings,0.16666666666666666667
1965,JP,Buildings,1.91666666666666666666
1966,JP,Buildings,0.25000000000000000000
1967,JP,Buildings,1.98888888888888888888
1968,JP,Buildings,2.06507936507936507936
1969,JP,Buildings,1.06666666666666666667
1971,JP,Buildings,1.59821428571428571427
1972,JP,Buildings,3.00211357270180799591
1973,JP,Buildings,3.27500000000000000000
1974,JP,Buildings,9.31666666666666666666
1975,JP,Buildings,18.64329004329004329003
1976,JP,Buildings,23.75311355311355311354
1977,JP,Buildings,20.53374125874125874126
1978,JP,Buildings,35.18179320679320679314
1979,JP,Buildings,48.49656084656084656077
1980,JP,Buildings,80.63183940242763772172
1981,JP,Buildings,179.62214817346396293766
1982,JP,Buildings,160.73197676506500035912
1983,JP,Buildings,186.36569264069264069265
1984,JP,Buildings,197.98949938949938949939
1985,JP,Buildings,165.73466939407341884118
1986,JP,Buildings,120.04352453102453102448
1987,JP,Buildings,175.85122655122655122649
1988,JP,Buildings,168.24528943278943278939
1989,JP,Buildings,195.22061869290130159693
1990,JP,Buildings,243.54095251154074683478
1991,JP,Buildings,290.04175685425685425681
1992,JP,Buildings,238.94409271284271284264
1993,JP,Buildings,375.08874915933739463152
1994,JP,Buildings,506.81212023270846800250
1995,JP,Buildings,532.61676387939545834278
1996,JP,Buildings,533.64494858171328759548
1997,JP,Buildings,620.27284382284382284380
1998,JP,Buildings,684.17256978649293639807
1999,JP,Buildings,659.86579121624493675308
2000,JP,Buildings,636.44238399502264086994
2001,JP,Buildings,632.02057962072783001530
2002,JP,Buildings,633.13683964976484158050
2003,JP,Buildings,680.99829600052510269201
2004,JP,Buildings,680.08615145626721881917
2005,JP,Buildings,641.83821729187576807636
2006,JP,Buildings,619.29186176340756484124
2007,JP,Buildings,581.30641415567078509588
2008,JP,Buildings,698.20065557996218246587
2009,JP,Buildings,653.73630114233578755153
2010,JP,Buildings,686.94808532834016276587
2011,JP,Buildings,772.43092370368599127289
2012,JP,Buildings,777.23393131404408467125
2013,JP,Buildings,652.53547449841180491301
2014,JP,Buildings,649.40108067894176387908
2015,JP,Buildings,636.92089920902547097170
2016,JP,Buildings,559.75209348913369013315
2017,JP,Buildings,168.16360242206697848843
2018,JP,Buildings,17.41722689075630252099
2008,KE,Buildings,0.08333333333333333333
2015,KE,Buildings,0.11111111111111111112
1998,KN,Buildings,0.20000000000000000000
1980,KR,Buildings,0.58333333333333333333
1981,KR,Buildings,0.41666666666666666667
1982,KR,Buildings,0.53333333333333333333
1983,KR,Buildings,0.20000000000000000000
1985,KR,Buildings,0.25000000000000000000
1986,KR,Buildings,1.85555555555555555557
1987,KR,Buildings,2.50000000000000000000
1988,KR,Buildings,4.57692307692307692308
1989,KR,Buildings,3.36904761904761904761
1990,KR,Buildings,3.43730158730158730158
1991,KR,Buildings,9.55747863247863247864
1992,KR,Buildings,16.40000000000000000000
1993,KR,Buildings,14.22261904761904761903
1994,KR,Buildings,16.77448107448107448108
1995,KR,Buildings,28.36904761904761904760
1996,KR,Buildings,46.15206688736100500801
1997,KR,Buildings,26.66765873015873015873
1998,KR,Buildings,48.81190476190476190464
1999,KR,Buildings,59.90706858500976148027
2000,KR,Buildings,63.32349219408042937450
2001,KR,Buildings,66.76998556998556998551
2002,KR,Buildings,103.09245939245939245933
2003,KR,Buildings,125.51002469752469752449
2004,KR,Buildings,136.36350330526027120437
2005,KR,Buildings,167.38916062221565067848
2006,KR,Buildings,217.20315092724335708440
2007,KR,Buildings,156.00327842092547974891
2008,KR,Buildings,186.43256400462282815213
2009,KR,Buildings,227.40809549411716594366
2010,KR,Buildings,288.64721462598363930982
2011,KR,Buildings,328.63182881798451722435
2012,KR,Buildings,357.71174306336175672381
2013,KR,Buildings,271.59285376636719347704
2014,KR,Buildings,258.46357101492997167422
2015,KR,Buildings,448.00834917905091692680
2016,KR,Buildings,349.93896804245582655224
2017,KR,Buildings,110.47509402390981338349
2018,KR,Buildings,16.89678099678099678102
2019,KR,Buildings,1.51666666666666666669
2000,KW,Buildings,0.11111111111111111111
2002,KW,Buildings,0.16666666666666666667
2014,KW,Buildings,0.16666666666666666667
2015,KW,Buildings,0.05263157894736842105
2007,KY,Buildings,0.21111111111111111111
2012,KY,Buildings,0.01923076923076923077
2013,KY,Buildings,0.12500000000000000000
2014,KY,Buildings,0.58333333333333333333
1984,KZ,Buildings,0.25000000000000000000
1989,KZ,Buildings,0.16666666666666666667
2005,KZ,Buildings,0.33333333333333333333
2014,KZ,Buildings,0.50000000000000000000
2015,KZ,Buildings,0.18333333333333333334
2016,KZ,Buildings,0.28179824561403508773
2017,KZ,Buildings,0.08333333333333333333
2012,LB,Buildings,0.08333333333333333333
1970,LI,Buildings,0.07142857142857142857
1974,LI,Buildings,0.20833333333333333333
1975,LI,Buildings,0.16666666666666666668
1976,LI,Buildings,0.12500000000000000000
1980,LI,Buildings,0.11111111111111111112
1983,LI,Buildings,0.49292929292929292929
1984,LI,Buildings,0.90833333333333333333
1985,LI,Buildings,0.25000000000000000000
2002,LI,Buildings,0.41666666666666666667
2009,LI,Buildings,0.10000000000000000000
2011,LI,Buildings,0.24166666666666666666
2012,LI,Buildings,0.29166666666666666666
2013,LI,Buildings,0.60370370370370370371
2014,LI,Buildings,0.03571428571428571428
2015,LI,Buildings,0.39722222222222222223
2016,LI,Buildings,0.05555555555555555556
2012,LK,Buildings,0.25000000000000000000
2016,LK,Buildings,0.10000000000000000000
1980,LT,Buildings,0.12500000000000000000
1993,LT,Buildings,1.00000000000000000000
2011,LT,Buildings,0.14285714285714285714
2013,LT,Buildings,0.50000000000000000000
2014,LT,Buildings,0.06666666666666666667
1977,LU,Buildings,0.11111111111111111112
1978,LU,Buildings,0.66666666666666666667
1980,LU,Buildings,0.20000000000000000000
1983,LU,Buildings,0.28571428571428571428
1985,LU,Buildings,0.66666666666666666666
1990,LU,Buildings,0.21031746031746031747
1995,LU,Buildings,0.32500000000000000000
1998,LU,Buildings,0.17647058823529411764
2002,LU,Buildings,0.10000000000000000000
2003,LU,Buildings,0.50000000000000000000
2004,LU,Buildings,0.05555555555555555556
2005,LU,Buildings,0.31250000000000000000
2006,LU,Buildings,0.40000000000000000000
2007,LU,Buildings,0.20000000000000000000
2008,LU,Buildings,0.20000000000000000000
2009,LU,Buildings,0.16250000000000000000
2010,LU,Buildings,0.10232558139534883721
2011,LU,Buildings,0.16899224806201550388
2012,LU,Buildings,0.12500000000000000000
2013,LU,Buildings,0.08333333333333333333
2014,LU,Buildings,0.05555555555555555556
2015,LU,Buildings,0.14285714285714285714
1994,LV,Buildings,1.00000000000000000000
1996,LV,Buildings,0.50000000000000000000
2006,LV,Buildings,0.16666666666666666667
2009,LV,Buildings,0.50000000000000000000
2013,LV,Buildings,0.25000000000000000000
2017,LV,Buildings,0.22222222222222222222
2008,MA,Buildings,0.24999999999999999999
2013,MA,Buildings,0.33333333333333333333
2015,MA,Buildings,0.28104575163398692810
2016,MA,Buildings,1.16558441558441558441
1964,MC,Buildings,0.03571428571428571429
1981,MC,Buildings,0.16666666666666666666
1988,MC,Buildings,0.33333333333333333334
1990,MC,Buildings,0.33333333333333333334
1991,MC,Buildings,0.25000000000000000000
1992,MC,Buildings,0.25000000000000000000
1993,MC,Buildings,0.29166666666666666667
2004,MC,Buildings,0.06250000000000000000
2009,MC,Buildings,0.06666666666666666666
2013,MC,Buildings,0.10000000000000000000
2015,MC,Buildings,0.07142857142857142857
1985,MD,Buildings,0.50000000000000000000
1991,MD,Buildings,0.12500000000000000000
1995,MD,Buildings,0.33333333333333333333
2002,MD,Buildings,0.50000000000000000000
2010,MD,Buildings,0.50000000000000000000
2011,MD,Buildings,1.00000000000000000000
2002,MK,Buildings,0.50000000000000000000
2015,MK,Buildings,0.07142857142857142857
2012,MM,Buildings,0.50000000000000000000
2009,MO,Buildings,0.33333333333333333333
2014,MO,Buildings,0.20000000000000000000
2013,MT,Buildings,0.06666666666666666667
2014,MT,Buildings,0.10714285714285714286
2017,MT,Buildings,0.60000000000000000000
1973,MX,Buildings,0.25000000000000000000
1977,MX,Buildings,0.16666666666666666667
1983,MX,Buildings,0.50000000000000000000
1987,MX,Buildings,0.33333333333333333334
1995,MX,Buildings,0.50000000000000000000
1998,MX,Buildings,0.10000000000000000000
2003,MX,Buildings,0.37619047619047619048
2005,MX,Buildings,0.49702380952380952381
2006,MX,Buildings,1.67142857142857142857
2007,MX,Buildings,1.23589743589743589743
2008,MX,Buildings,1.72321428571428571429
2009,MX,Buildings,1.22500000000000000000
2010,MX,Buildings,2.75000000000000000000
2011,MX,Buildings,1.36111111111111111112
2012,MX,Buildings,1.81428571428571428571
2013,MX,Buildings,3.19696969696969696970
2014,MX,Buildings,4.34448051948051948050
2015,MX,Buildings,3.03717948717948717949
2016,MX,Buildings,2.70427807486631016042
2017,MX,Buildings,0.06250000000000000000
1991,MY,Buildings,0.08333333333333333333
1993,MY,Buildings,0.50000000000000000000
1997,MY,Buildings,0.11111111111111111111
1998,MY,Buildings,0.08333333333333333333
2001,MY,Buildings,1.00000000000000000000
2002,MY,Buildings,1.00000000000000000000
2003,MY,Buildings,0.47735042735042735043
2004,MY,Buildings,0.56250000000000000000
2005,MY,Buildings,1.08333333333333333333
2006,MY,Buildings,0.31250000000000000000
2007,MY,Buildings,0.71111111111111111111
2008,MY,Buildings,0.93055555555555555556
2009,MY,Buildings,1.00717893217893217893
2011,MY,Buildings,2.05952380952380952379
2012,MY,Buildings,1.19285714285714285714
2013,MY,Buildings,1.77698412698412698413
2014,MY,Buildings,1.05952380952380952382
2015,MY,Buildings,1.78030303030303030303
2016,MY,Buildings,0.83126293995859213251
2017,MY,Buildings,0.70833333333333333332
2003,NG,Buildings,0.02500000000000000000
1924,NL,Buildings,0.50000000000000000000
1926,NL,Buildings,0.66666666666666666666
1927,NL,Buildings,0.25000000000000000000
1929,NL,Buildings,0.33333333333333333333
1930,NL,Buildings,0.33333333333333333333
1932,NL,Buildings,0.50000000000000000000
1933,NL,Buildings,1.41666666666666666666
1934,NL,Buildings,0.25000000000000000000
1936,NL,Buildings,0.99999999999999999999
1937,NL,Buildings,0.62500000000000000000
1938,NL,Buildings,0.99999999999999999999
1940,NL,Buildings,0.66666666666666666666
1941,NL,Buildings,0.33333333333333333333
1942,NL,Buildings,0.66666666666666666666
1945,NL,Buildings,0.66666666666666666666
1952,NL,Buildings,0.12500000000000000000
1958,NL,Buildings,0.66666666666666666667
1959,NL,Buildings,1.15833333333333333333
1961,NL,Buildings,0.84126984126984126984
1962,NL,Buildings,0.83333333333333333333
1963,NL,Buildings,0.28571428571428571428
1964,NL,Buildings,1.02500000000000000000
1965,NL,Buildings,0.53333333333333333333
1966,NL,Buildings,0.47142857142857142857
1967,NL,Buildings,0.29166666666666666667
1968,NL,Buildings,0.25000000000000000000
1969,NL,Buildings,0.23809523809523809524
1971,NL,Buildings,0.08333333333333333333
1973,NL,Buildings,1.15000000000000000000
1974,NL,Buildings,0.06666666666666666667
1975,NL,Buildings,0.29166666666666666667
1976,NL,Buildings,0.96388888888888888889
1977,NL,Buildings,1.37424242424242424243
1978,NL,Buildings,1.08703703703703703704
1979,NL,Buildings,1.79166666666666666667
1980,NL,Buildings,1.82070707070707070707
1981,NL,Buildings,1.94404761904761904762
1982,NL,Buildings,0.94090909090909090909
1983,NL,Buildings,1.51785714285714285714
1984,NL,Buildings,2.35555555555555555556
1985,NL,Buildings,2.66666666666666666667
1986,NL,Buildings,0.66590909090909090910
1987,NL,Buildings,3.27460317460317460317
1988,NL,Buildings,0.88571428571428571428
1989,NL,Buildings,1.69722222222222222223
1990,NL,Buildings,4.37916666666666666666
1991,NL,Buildings,3.88809523809523809523
1992,NL,Buildings,3.55952380952380952380
1993,NL,Buildings,4.72857142857142857141
1994,NL,Buildings,6.97738095238095238095
1995,NL,Buildings,5.02500000000000000001
1996,NL,Buildings,4.15654761904761904762
1997,NL,Buildings,9.93007270507270507274
1998,NL,Buildings,10.82336755836755836753
1999,NL,Buildings,12.52690565496149644370
2000,NL,Buildings,13.35538026788026788025
2001,NL,Buildings,17.32092931578225695878
2002,NL,Buildings,15.72411870536870536869
2003,NL,Buildings,9.42326839826839826838
2004,NL,Buildings,17.65018315018315018312
2005,NL,Buildings,12.34910808146102263746
2006,NL,Buildings,15.30592365151188680601
2007,NL,Buildings,15.31933154564733512101
2008,NL,Buildings,17.74331200969628079606
2009,NL,Buildings,23.99489156085742660878
2010,NL,Buildings,19.69493300301349836958
2011,NL,Buildings,22.85503082400915218248
2012,NL,Buildings,21.42778332778332778334
2013,NL,Buildings,20.60216691698469192075
2014,NL,Buildings,25.09079793615397330573
2015,NL,Buildings,23.58213979569223849220
2016,NL,Buildings,26.29815530685095902488
2017,NL,Buildings,9.39460996519820049233
2018,NL,Buildings,0.51587301587301587303
1924,NO,Buildings,0.33333333333333333333
1930,NO,Buildings,0.25000000000000000000
1933,NO,Buildings,0.33333333333333333333
1937,NO,Buildings,0.61666666666666666667
1939,NO,Buildings,0.83333333333333333333
1942,NO,Buildings,0.50000000000000000000
1944,NO,Buildings,1.00000000000000000000
1945,NO,Buildings,0.50000000000000000000
1947,NO,Buildings,0.33333333333333333333
1949,NO,Buildings,0.50000000000000000000
1950,NO,Buildings,0.33333333333333333333
1951,NO,Buildings,2.00000000000000000000
1952,NO,Buildings,0.33333333333333333333
1953,NO,Buildings,0.99999999999999999999
1954,NO,Buildings,0.25000000000000000000
1957,NO,Buildings,0.33333333333333333333
1961,NO,Buildings,0.25000000000000000000
1975,NO,Buildings,0.12500000000000000000
1976,NO,Buildings,0.12500000000000000000
1977,NO,Buildings,0.14285714285714285714
1979,NO,Buildings,0.16666666666666666667
1980,NO,Buildings,0.50000000000000000000
1981,NO,Buildings,0.06666666666666666667
1984,NO,Buildings,0.32142857142857142857
1985,NO,Buildings,0.93809523809523809523
1986,NO,Buildings,0.33333333333333333333
1987,NO,Buildings,0.33333333333333333333
1988,NO,Buildings,0.15833333333333333333
1989,NO,Buildings,1.09848484848484848486
1990,NO,Buildings,0.32500000000000000000
1991,NO,Buildings,0.66666666666666666666
1992,NO,Buildings,0.33333333333333333333
1993,NO,Buildings,0.11111111111111111111
1994,NO,Buildings,1.37500000000000000000
1995,NO,Buildings,0.54545454545454545455
1996,NO,Buildings,0.58333333333333333333
1997,NO,Buildings,0.25000000000000000000
1998,NO,Buildings,0.66025641025641025642
1999,NO,Buildings,0.53571428571428571429
2000,NO,Buildings,0.74444444444444444445
2001,NO,Buildings,0.34722222222222222222
2002,NO,Buildings,0.36507936507936507936
2003,NO,Buildings,1.51944444444444444444
2004,NO,Buildings,0.56666666666666666667
2005,NO,Buildings,0.86805555555555555555
2006,NO,Buildings,0.54583333333333333334
2007,NO,Buildings,2.64051226551226551227
2008,NO,Buildings,0.26666666666666666667
2009,NO,Buildings,1.03013468013468013468
2010,NO,Buildings,1.23460705960705960705
2011,NO,Buildings,1.60866910866910866911
2012,NO,Buildings,2.59243659420289855073
2013,NO,Buildings,2.22222222222222222222
2014,NO,Buildings,1.00000000000000000000
2015,NO,Buildings,0.33333333333333333335
2016,NO,Buildings,1.28389154704944178629
2017,NO,Buildings,0.22222222222222222222
2018,NO,Buildings,2.01388888888888888889
1974,NZ,Buildings,0.25000000000000000000
1977,NZ,Buildings,0.20000000000000000000
