earliest_filing_year,ctry_code,cpc_green,count
1916,NZ,Other,24.50000000000000000001
1917,NZ,Other,15.50000000000000000000
1918,NZ,Other,24.00000000000000000001
1919,NZ,Other,46.99999999999999999996
1920,NZ,Other,32.16666666666666666665
1921,NZ,Other,17.99999999999999999999
1922,NZ,Other,10.99999999999999999999
1923,NZ,Other,8.49999999999999999999
1924,NZ,Other,12.75000000000000000000
1925,NZ,Other,10.91666666666666666666
1926,NZ,Other,13.66666666666666666666
1927,NZ,Other,18.49999999999999999999
1928,NZ,Other,18.99999999999999999998
1929,NZ,Other,32.91666666666666666661
1930,NZ,Other,20.93333333333333333330
1931,NZ,Other,8.60000000000000000000
1932,NZ,Other,19.16666666666666666667
1933,NZ,Other,13.00000000000000000000
1934,NZ,Other,11.00000000000000000000
1935,NZ,Other,6.50000000000000000000
1936,NZ,Other,9.79999999999999999999
1937,NZ,Other,8.00000000000000000000
1938,NZ,Other,3.00000000000000000000
1939,NZ,Other,6.00000000000000000000
1940,NZ,Other,3.00000000000000000000
1941,NZ,Other,1.00000000000000000000
1942,NZ,Other,3.50000000000000000000
1943,NZ,Other,2.49999999999999999999
1944,NZ,Other,6.50000000000000000000
1945,NZ,Other,8.50000000000000000000
1946,NZ,Other,7.00000000000000000000
1947,NZ,Other,8.33333333333333333333
1948,NZ,Other,14.00000000000000000000
1949,NZ,Other,27.50000000000000000006
1950,NZ,Other,14.74999999999999999998
1951,NZ,Other,23.41666666666666666665
1952,NZ,Other,8.99999999999999999999
1953,NZ,Other,11.74999999999999999997
1954,NZ,Other,20.99999999999999999999
1955,NZ,Other,21.99999999999999999998
1956,NZ,Other,9.49999999999999999998
1957,NZ,Other,16.50000000000000000002
1958,NZ,Other,8.16666666666666666663
1959,NZ,Other,30.16666666666666666660
1960,NZ,Other,29.09999999999999999996
1961,NZ,Other,16.49999999999999999996
1962,NZ,Other,16.52777777777777777784
1963,NZ,Other,23.66666666666666666673
1964,NZ,Other,12.10000000000000000006
1965,NZ,Other,19.53333333333333333332
1966,NZ,Other,18.83333333333333333333
1967,NZ,Other,16.16666666666666666665
1968,NZ,Other,14.33918128654970760237
1969,NZ,Other,17.66666666666666666655
1970,NZ,Other,19.50000000000000000001
1971,NZ,Other,44.72619047619047619033
1972,NZ,Other,49.16666666666666666669
1973,NZ,Other,55.83333333333333333333
1974,NZ,Other,60.16666666666666666669
1975,NZ,Other,56.41666666666666666661
1976,NZ,Other,64.66666666666666666657
1977,NZ,Other,77.46706349206349206354
1978,NZ,Other,96.84523809523809523797
1979,NZ,Other,84.33333333333333333321
1980,NZ,Other,78.34999999999999999995
1981,NZ,Other,102.31666666666666666658
1982,NZ,Other,105.91666666666666666662
1983,NZ,Other,115.82592592592592592598
1984,NZ,Other,101.95238095238095238098
1985,NZ,Other,120.58630952380952380940
1986,NZ,Other,108.45595238095238095225
1987,NZ,Other,141.03338196890828469779
1988,NZ,Other,122.90187969924812030089
1989,NZ,Other,132.72222222222222222256
1990,NZ,Other,117.05138888888888888901
1991,NZ,Other,150.77222222222222222239
1992,NZ,Other,231.61666666666666666668
1993,NZ,Other,270.39139872473205806536
1994,NZ,Other,276.85949328449328449316
1995,NZ,Other,298.96908438606008938506
1996,NZ,Other,350.85587121212121212130
1997,NZ,Other,413.84467291967291967341
1998,NZ,Other,464.81914682539682539668
1999,NZ,Other,527.50998168498168498127
2000,NZ,Other,619.11643371048169809811
2001,NZ,Other,584.66888053467000835409
2002,NZ,Other,582.58938492063492063510
2003,NZ,Other,594.09475671387436093282
2004,NZ,Other,589.19710969858028681536
2005,NZ,Other,542.82184927001103471650
2006,NZ,Other,565.30961462573304678555
2007,NZ,Other,534.72064958462017285594
2008,NZ,Other,416.27541271078422781199
2009,NZ,Other,389.21733441185195571170
2010,NZ,Other,536.27742701986123038772
2011,NZ,Other,520.92653943091873782086
2012,NZ,Other,664.86860062604616873088
2013,NZ,Other,636.41844869740790201763
2014,NZ,Other,595.06749228418937295211
2015,NZ,Other,580.47926246010879681080
2016,NZ,Other,562.73484468747626642429
2017,NZ,Other,671.55838155437613642035
2018,NZ,Other,476.00833333333333333407
2019,NZ,Other,85.23333333333333333339
9999,NZ,Other,129.33333333333333333332
1914,OA,Other,1.00000000000000000000
2011,OA,Other,0.48000000000000000000
2003,OH,Other,1.00000000000000000000
2013,OH,Other,0.33333333333333333332
2014,OH,Other,0.50000000000000000000
2015,OH,Other,0.50000000000000000000
2016,OH,Other,2.00000000000000000002
1984,OM,Other,0.50000000000000000001
1990,OM,Other,0.33333333333333333332
1992,OM,Other,1.00000000000000000000
1993,OM,Other,0.33333333333333333335
1999,OM,Other,1.83333333333333333333
2002,OM,Other,1.00000000000000000001
2003,OM,Other,1.41666666666666666662
2004,OM,Other,1.49999999999999999998
2005,OM,Other,1.50000000000000000000
2006,OM,Other,1.75000000000000000000
2007,OM,Other,0.50000000000000000000
2009,OM,Other,2.00000000000000000000
2010,OM,Other,1.20000000000000000000
2011,OM,Other,1.91666666666666666665
2012,OM,Other,3.80208333333333333340
2013,OM,Other,1.33333333333333333333
2014,OM,Other,9.64285714285714285710
2015,OM,Other,7.88235294117647058822
2016,OM,Other,9.70000000000000000006
2017,OM,Other,20.83333333333333333335
2018,OM,Other,5.16666666666666666665
2019,OM,Other,0.83333333333333333333
1904,PA,Other,1.00000000000000000000
1907,PA,Other,2.00000000000000000000
1908,PA,Other,2.00000000000000000000
1910,PA,Other,1.00000000000000000000
1912,PA,Other,1.00000000000000000000
1916,PA,Other,2.00000000000000000000
1920,PA,Other,3.99999999999999999999
1922,PA,Other,1.00000000000000000000
1925,PA,Other,2.00000000000000000000
1927,PA,Other,2.00000000000000000000
1929,PA,Other,1.00000000000000000000
1935,PA,Other,1.00000000000000000000
1938,PA,Other,1.00000000000000000000
1945,PA,Other,1.00000000000000000000
1946,PA,Other,2.00000000000000000000
1947,PA,Other,3.99999999999999999999
1948,PA,Other,3.00000000000000000000
1950,PA,Other,4.00000000000000000000
1951,PA,Other,1.00000000000000000000
1958,PA,Other,5.50000000000000000001
1959,PA,Other,2.00000000000000000000
1960,PA,Other,1.50000000000000000000
1961,PA,Other,4.08333333333333333331
1962,PA,Other,2.33333333333333333333
1963,PA,Other,6.49999999999999999999
1965,PA,Other,0.99999999999999999999
1966,PA,Other,1.86666666666666666667
1967,PA,Other,3.00000000000000000000
1968,PA,Other,1.99999999999999999997
1969,PA,Other,7.00000000000000000002
1970,PA,Other,9.99999999999999999999
1971,PA,Other,12.16666666666666666663
1972,PA,Other,9.36666666666666666671
1973,PA,Other,5.50000000000000000003
1974,PA,Other,6.12500000000000000000
1975,PA,Other,2.91666666666666666668
1976,PA,Other,2.66666666666666666670
1977,PA,Other,2.33333333333333333334
1978,PA,Other,4.72222222222222222221
1980,PA,Other,3.83333333333333333332
1981,PA,Other,3.49999999999999999999
1982,PA,Other,4.83333333333333333335
1983,PA,Other,2.00000000000000000000
1984,PA,Other,3.33333333333333333333
1985,PA,Other,2.25000000000000000003
1987,PA,Other,3.16666666666666666666
1989,PA,Other,2.50000000000000000001
1990,PA,Other,1.00000000000000000000
1991,PA,Other,3.91666666666666666675
1992,PA,Other,4.33333333333333333334
1993,PA,Other,2.25000000000000000000
1994,PA,Other,1.58333333333333333334
1995,PA,Other,5.77777777777777777779
1996,PA,Other,4.16666666666666666670
1997,PA,Other,6.40833333333333333339
1998,PA,Other,18.61666666666666666663
1999,PA,Other,7.95000000000000000003
2000,PA,Other,12.20000000000000000000
2001,PA,Other,11.66666666666666666670
2002,PA,Other,16.28333333333333333341
2003,PA,Other,22.15000000000000000008
2004,PA,Other,10.79166666666666666669
2005,PA,Other,19.90007002801120448185
2006,PA,Other,14.69999999999999999990
2007,PA,Other,17.39285714285714285718
2008,PA,Other,11.74999999999999999995
2009,PA,Other,2.20000000000000000008
2010,PA,Other,5.50000000000000000000
2011,PA,Other,10.64583333333333333337
2012,PA,Other,10.00000000000000000012
